Tempo,Energia,Tono,Like
133.54722549276028,0.09408753735141162,3.7888286063426655,1
171.12589342933637,0.5012372019283623,7.431533343775906,1
179.84748449370136,0.880270184048664,5.420731868221044,1
139.60700197480048,0.49145548609440937,3.364431379385487,0
100.95933016117951,0.04254448143902523,1.2518901777588212,0
98.62400758924463,0.2642117656406595,1.484725735171118,1
132.75449207659761,0.2740967663190894,5.527816241214923,0
82.0896656280798,0.4007700037367732,8.780589221607169,1
135.76752640365584,0.983433011527326,7.6619011591134,0
142.7637032429537,0.981788267924612,1.0646137558729383,0
70.09829034509818,0.4706102011249794,1.8815933380201864,0
101.77264169996539,0.6100172312907246,7.744558960079709,0
143.49446563612727,0.7719742540804491,6.147716388321594,0
132.54050674858374,0.3718227762704819,9.710651933272093,0
171.7968593006987,0.07237907714271363,9.667660626895783,0
71.20156397071935,0.559071066025467,1.8067533132536249,0
137.8572663465662,0.4806464470641588,5.46615915536322,0
144.20797424939332,0.8354546818233841,6.954088990692388,0
80.13078050065228,0.7545979833582594,2.2483235986912673,1
173.23777095909466,0.5163332633099815,3.191677472838794,1
138.71879063794847,0.2827464641544555,7.109545669850319,1
139.06476326999928,0.34563960285330886,7.953223731442409,1
137.54063342362508,0.33316934741255844,6.562685297551239,0
85.85604671400847,0.33170428901202764,3.31454373141782,0
162.45135438079774,0.11790893409082615,1.7406430341945216,1
96.37217862672964,0.9457292128390871,7.78397602763346,1
62.55590463259147,0.45251969670028247,8.341904342086835,1
107.86571277694281,0.5493132445648323,7.349662380085178,1
81.3607036778779,0.28635935413578784,3.6938118893462315,1
142.11483301289138,0.7408050790421448,9.166752959457297,0
140.125284971487,0.12255496487126039,7.667596858699405,0
63.97759831517636,0.2055442194831676,3.0171526640180026,1
118.10498501284974,0.6423262778125743,9.24376761858619,1
136.66909734811594,0.03681076223037483,1.2839372086788923,1
148.4117014899379,0.0016769839077160897,6.497764913717238,0
60.64312071658581,0.8295964622351484,9.754436892820179,1
121.84094936488079,0.05273144311782174,1.2088099638070893,1
106.06719533332219,0.06839238156215877,3.6137145177970362,0
168.74269652693096,0.07924677875332953,3.712099405380356,0
138.30033266350978,0.8766437122116723,7.020433440962466,1
79.79487761072511,0.3687809842264219,5.845290487107469,0
179.39315475773202,0.160344086224239,5.494906592714569,0
121.32995136135412,0.4163878228412434,6.349798942179813,0
78.33400839741061,0.49466749246893515,8.302835151685816,1
164.7334593690565,0.327553776329948,9.148180849707565,1
165.18447368113112,0.4599414331848535,6.760861906001414,1
138.7006957832507,0.9653564563227578,2.4154525875738484,0
116.71213866479374,0.18126661848209935,3.446510173263331,1
90.19960467255602,0.7099255502310061,7.769007950720949,1
179.80229063357422,0.14620341409052284,7.245016610938882,1
75.5730736212181,0.13731449371179538,4.593757542136421,1
63.24932773495932,0.15438077731768984,6.24777718340784,1
86.31246881253185,0.4067533308834975,3.906602590145418,0
165.27985946425105,0.8624306462758319,6.1263166850694875,0
89.42844852183767,0.33625099286606996,6.969439614107771,1
99.73339363208437,0.009881024484761247,6.7215234785783915,1
105.26360298492615,0.4310604646552535,5.368872327160556,1
144.7379155230227,0.40513779251472326,8.947412724379232,0
150.8396011330659,0.7892294799581826,6.503413066745449,1
134.32539111433562,0.03815980454173784,5.314378358142235,0
143.06759776999803,0.19185140922694488,8.324052005636084,1
140.33893505075417,0.03272573315801308,6.987230488577816,0
126.98480764122495,0.9083642147789043,2.006972905624324,0
168.28315937740354,0.896017487933489,6.913916772708903,0
91.29520111741908,0.3760069019721516,5.930115865661465,1
178.4173511848532,0.41004232351103587,2.340360956278836,1
144.98301543120604,0.3958476561303844,7.105983613097812,1
159.51271799063545,0.43225737669797815,4.883865656610887,1
130.25158203151614,0.2878930738946943,4.211564709360514,1
120.91253846173032,0.8032390150267611,3.804046209833216,0
121.66771974782509,0.206440804564199,1.266507756035848,0
119.10123543877967,0.06176466692992144,8.322544157589224,1
155.0838909076796,0.3168708812909936,5.459632457500148,1
84.90873766613757,0.07542833412949546,8.21700187568158,1
93.90176335200097,0.9488931206824359,3.013135676876141,0
177.96991904030722,0.48985953696870954,3.8138282296771293,1
144.8509573048126,0.559541202892831,2.8898181134559286,1
120.3082302616624,0.747870878291407,1.3438073852156522,0
171.8878088683856,0.3854244254292395,6.507040361641864,1
171.89702369495342,0.5101756309672429,4.867347734966845,1
113.84677084171288,0.012011072636050835,4.729839139016201,1
110.97074002747924,0.08164781935123766,6.46333202403758,0
118.60453450780548,0.4782382372587697,2.8002823725393964,1
111.11884489402175,0.21107088511483385,9.629542576175877,0
176.41963722600147,0.034532759661759393,7.8675495067852195,0
109.3465446486118,0.3385678196527486,9.629534026781625,1
148.1020491504638,0.5273939246391125,9.21604717719644,0
100.87038933078139,0.2533091620850969,1.4543741709809037,1
105.00163658149384,0.1129590029690003,1.4105487871994178,1
77.56231924804521,0.4093233792019253,4.061107066451111,0
141.617803386336,0.4414644405584519,2.9098145223219345,1
70.12573912824378,0.5782080184483821,2.244558723942067,0
64.27637309434012,0.33503468716751983,7.338530732132484,1
69.36077782069663,0.7417008667070121,8.183275875641549,0
82.54986289016276,0.8160749534165065,5.432080933469633,1
69.76824319541504,0.43014470569945273,9.436026564679523,0
175.36036948004417,0.02763225846692019,3.7846852381170866,1
113.08816736329635,0.9887934644150339,2.2716403876587585,0
93.04915935400848,0.22625371822887896,1.0915511015594779,1
148.29204450862062,0.4429968657875909,2.8581474143654924,1
101.49186964611822,0.35849475720510826,1.9895070756215474,1
80.40454673968932,0.7230192322772749,3.046402668864081,1
62.883168985110565,0.5423361369224574,9.386438868588215,1
178.64857851318223,0.49384491595263047,5.615766555423715,0
64.93072550516804,0.7991059253846853,3.6500674430510585,1
86.90824979553403,0.10489991201155169,7.313127315314513,0
110.9390986636217,0.6314979409593253,1.0434803337107441,1
152.22608868939585,0.004725706762210069,7.992054471033645,0
74.08453445849908,0.44805896893190367,9.667201101983526,0
152.0877270802962,0.4209441860270583,2.3995919315574175,1
134.9672181237044,0.766819686698865,5.09239201323451,0
77.35961928116299,0.23405693279559514,3.332810331440318,0
166.23135451007062,0.6845183450689898,6.9441035476026665,1
157.6826590654884,0.7747133513884339,8.731662977788481,0
122.85058910507396,0.5817742565685632,3.3424694053174,0
94.22818531735038,0.7342225040448872,8.757668404730946,0
170.63533794650152,0.004982555371368047,4.967005626939249,0
91.12823982668581,0.2007191332424192,6.491859815476013,0
178.3966553401865,0.3517713941716375,2.572085441387496,1
152.88612829957782,0.5920541937679729,8.488744915176007,1
103.20870719349102,0.6812499655110097,5.265764269623512,1
70.43894658438936,0.7933948595279682,2.5574227676999435,1
151.16578148934536,0.4375919123550007,8.664405110714602,1
104.69339228508356,0.8105563426749245,3.431690299386352,1
73.51802288249836,0.8665788318328418,5.730582620605752,1
